Mel_1,Mel_2,Mel_3,Mel_4,Mel_5,Mel_6,Mel_7,Mel_8,Mel_9,Mel_10,F0,Label
1843.9316,0.01536289881914854,0.008250758983194828,0.0015491569647565484,0.0024302159436047077,0.0005956810782663524,0.0001525325933471322,0.0001449236588086933,8.286708907689899e-05,3.181946158292703e-05,1.0890650628425647e-05,male-sad
1873.84,0.009075376205146313,0.009773354977369308,0.0014391486765816808,0.0010700497077777982,0.00039952690713107586,8.07085307314992e-05,7.986277341842651e-05,6.775541260140017e-05,6.850869249319658e-05,1.878910552477464e-05,male-sad
1863.0189,0.017033100128173828,0.01444042194634676,0.0012653215089812875,0.0018358976813033223,0.0007676557870581746,0.00017670354282017797,0.0001476797042414546,0.00024238826881628484,0.00023251830134540796,6.726091669406742e-05,male-sad
1853.2933,0.032328858971595764,0.018152877688407898,0.0016798131400719285,0.0007721895817667246,0.0007799408049322665,0.00026333905407227576,0.00017394621681887656,0.00015530562086496502,0.00013854583085048944,7.501651998609304e-05,male-sad
1938.9749,0.07155033946037292,0.07865048944950104,0.01499398984014988,0.017030011862516403,0.0038944066036492586,0.0009630043641664088,0.0006245485274121165,0.00044793623965233564,0.00010547666170168668,6.681200466118753e-05,male-sad
1854.3523,0.07437796145677567,0.0805908739566803,0.005293058697134256,0.004479298368096352,0.004682037513703108,0.001510336995124817,0.0010134474141523242,0.0012917667627334595,0.0003176050668116659,0.0001941286027431488,male-sad
1875.8246,0.09804119914770126,0.10673444718122482,0.012766748666763306,0.004019619431346655,0.0046718670055270195,0.0020886610727757215,0.0011884694686159492,0.002458858070895076,0.0013995809713378549,0.0005043960409238935,male-sad
1896.4626,0.17556384205818176,0.17969119548797607,0.11154060810804367,0.049208492040634155,0.016673754900693893,0.004653189331293106,0.006481208372861147,0.004199930466711521,0.0017269512172788382,0.0013093731831759214,male-angry
1881.3182,0.25546950101852417,0.21023114025592804,0.05969926342368126,0.03736230731010437,0.015541239641606808,0.008720682002604008,0.008541182614862919,0.003725253976881504,0.003005883190780878,0.0019687756430357695,male-angry
1877.9697,0.12664838135242462,0.15455986559391022,0.032620955258607864,0.024524159729480743,0.006553809158504009,0.0023158767726272345,0.0022412517573684454,0.0021004080772399902,0.001573569723404944,0.0011317809112370014,male-angry
1861.5663,0.23708173632621765,0.3665420711040497,0.1062193289399147,0.06561912596225739,0.02331301011145115,0.005472902208566666,0.006831091828644276,0.008048913441598415,0.0033747018314898014,0.0033362722024321556,male-angry
1875.518,3.942531108856201,6.366976261138916,3.8569085597991943,3.01640248298645,1.0818005800247192,0.5704814791679382,0.21859748661518097,0.15935620665550232,0.08670327067375183,0.028231440111994743,male-angry
1977.7754,1.2506577968597412,1.7459428310394287,1.3836334943771362,1.8400306701660156,0.29941320419311523,0.18578024208545685,0.11502145230770111,0.05733638256788254,0.013453555293381214,0.011721965856850147,male-angry
1956.239,1.881569504737854,2.1042368412017822,0.8883625864982605,0.8007531762123108,0.46245238184928894,0.40030211210250854,0.2831743657588959,0.09594227373600006,0.027161726728081703,0.019971976056694984,male-angry
1899.4546,7.984843730926514,11.507773399353027,11.542610168457031,8.610474586486816,6.559963703155518,3.1753201484680176,1.1879197359085083,0.35457637906074524,0.12054683268070221,0.08265005052089691,male-angry
1676.8052,0.09579034894704819,0.11389870196580887,0.027121692895889282,0.010270793922245502,0.004251603968441486,0.0011053169146180153,0.0009563099010847509,0.0009150673286058009,0.00020499051606748253,8.290504774777219e-05,male-fearful
1732.5216,0.09302892535924911,0.10036234557628632,0.012720643542706966,0.004773370921611786,0.0052518052980303764,0.001312906271778047,0.000713198387529701,0.0008982847211882472,0.00011398126662243158,0.00011628554057097062,male-fearful
1703.8683,0.08016019314527512,0.05878494679927826,0.006239196285605431,0.004228037782013416,0.0024488787166774273,0.0010945204412564635,0.0006187667022459209,0.001282998826354742,0.0005627322243526578,0.00014838257629889995,male-fearful
1855.348,0.06692129373550415,0.04871241748332977,0.004616004414856434,0.004468078259378672,0.0033207873348146677,0.0010838202433660626,0.0005769730778411031,0.0005777445039711893,0.00047680220450274646,0.00016592719475738704,male-fearful
1749.3381,0.8883095383644104,0.966875433921814,0.29884734749794006,0.20175795257091522,0.06522655487060547,0.018868744373321533,0.012629774399101734,0.017187925055623055,0.00373446405865252,0.0017194224055856466,male-fearful
1747.8269,1.0452286005020142,0.8989514708518982,0.2212940752506256,1.5783846378326416,0.2353484183549881,0.027530401945114136,0.016392305493354797,0.00966376531869173,0.0027145096100866795,0.0017728954553604126,male-fearful
1668.666,2.1154136657714844,2.8693459033966064,1.0835824012756348,2.9253671169281006,0.4615662395954132,0.11896611750125885,0.09049981087446213,0.05757114291191101,0.012027526274323463,0.006846493575721979,male-fearful
1572.0574,1.4653385877609253,1.4077178239822388,0.47653698921203613,0.9232563972473145,0.23421166837215424,0.04862373694777489,0.045055486261844635,0.01839411072432995,0.007540383841842413,0.005002729129046202,male-fearful
1810.0411,0.029572712257504463,0.01385949645191431,0.0009674787288531661,0.00045505171874538064,0.000438205519458279,0.00013635685900226235,0.00011170732614118606,0.00015066955529619008,0.00013312198279891163,9.299015800934285e-05,male-disgust
1846.1555,0.03789990022778511,0.024127379059791565,0.002119438024237752,0.0009246940608136356,0.0006854278617538512,0.00023590125783812255,0.00016926112584769726,0.0001260195131180808,0.00015724047261755913,0.00012987718218937516,male-disgust
1754.7921,0.021085303276777267,0.01753970794379711,0.0029296795837581158,0.001158122904598713,0.0005429505836218596,0.00015382956189569086,7.448707037838176e-05,9.888190106721595e-05,0.0005601191660389304,0.00032381777418777347,male-disgust
1896.9664,0.027109835296869278,0.021009434014558792,0.0036969403736293316,0.0020870021544396877,0.0012137324083596468,0.00020158772531431168,8.761836215853691e-05,0.00010440042387926951,0.0001949341531144455,0.0002095826348522678,male-disgust
1815.4552,0.2975282371044159,0.6334313750267029,0.15940792858600616,0.02176598086953163,0.009915814734995365,0.008077455684542656,0.007027477025985718,0.001998474122956395,0.0012850352795794606,0.0016334637766703963,male-disgust
1952.1772,0.4201537072658539,0.512913167476654,0.13035793602466583,0.03932379186153412,0.016139714047312737,0.005862087942659855,0.002356418874114752,0.0020878463983535767,0.001728942384943366,0.0019369750516489148,male-disgust
1690.0411,0.3138793706893921,0.32444897294044495,0.21638861298561096,0.04721377417445183,0.012320633046329021,0.004937015939503908,0.0015721775125712156,0.0022166846320033073,0.0033929264172911644,0.001302720746025443,male-disgust
1735.1396,0.3922482430934906,0.45428651571273804,0.04421784356236458,0.025333072990179062,0.01570780947804451,0.007448093965649605,0.0022358912974596024,0.0015754479682072997,0.0015503483591601253,0.0015883652959018946,male-disgust
1872.7458,0.04189802333712578,0.02707265503704548,0.006704960949718952,0.003405030583962798,0.001363716903142631,0.0008008605218492448,0.0004581774992402643,0.00028770387871190906,8.129582420224324e-05,2.47380266955588e-05,male-surprised
1890.9347,0.03595561161637306,0.02918313816189766,0.006955067627131939,0.004766307771205902,0.0027894843369722366,0.0009987972443923354,0.00043220637599006295,0.00037051347317174077,5.897343362448737e-05,1.7547903553349897e-05,male-surprised
1897.1432,0.030655227601528168,0.03448011726140976,0.010559932328760624,0.005657556001096964,0.0013434459688141942,0.00024981805472634733,0.0004039968189317733,0.0003434385871514678,0.00029120463295839727,6.386566383298486e-05,male-surprised
1861.6364,0.04266313463449478,0.048645760864019394,0.013510540127754211,0.005352622829377651,0.0029168962500989437,0.0006910198135301471,0.0005299130571074784,0.0005025235586799681,0.0003510347451083362,0.00012742554827127606,male-surprised
1803.0054,0.14126592874526978,0.16243965923786163,0.03672493249177933,0.01959977298974991,0.009869377128779888,0.0035074481274932623,0.0022262861020863056,0.0020542058628052473,0.00026673084357753396,0.00014882948016747832,male-surprised
1739.645,0.2562800347805023,0.23167859017848969,0.10161535441875458,0.068622887134552,0.02268122509121895,0.009568038396537304,0.00569209735840559,0.005015593487769365,0.0006705248379148543,0.0003730510943569243,male-surprised
1862.9469,0.1150507852435112,0.12739624083042145,0.03316246718168259,0.013000236824154854,0.006615020334720612,0.001971920719370246,0.0017854857724159956,0.0021385138388723135,0.001444959663785994,0.0008126169559545815,male-surprised
1823.5925,0.21822373569011688,0.29907989501953125,0.08111920207738876,0.028286999091506004,0.021776879206299782,0.005915219429880381,0.0029378188773989677,0.004740673117339611,0.0009436021209694445,0.000552875455468893,male-surprised
1662.6969,0.032027002424001694,0.02022763527929783,0.021590057760477066,0.011805865913629532,0.007088197395205498,0.005570001434534788,0.0006408010958693922,0.0004606608999893069,0.00019558941130526364,5.148952186573297e-05,female-neutral
1644.1359,0.026371998712420464,0.02397678606212139,0.02510826103389263,0.009663556702435017,0.0036116556730121374,0.0024161748588085175,0.0012871858198195696,0.0005939632537774742,0.0002133830130333081,5.839781806571409e-05,female-neutral
1617.6289,0.04698209464550018,0.04757438600063324,0.044667430222034454,0.0470375120639801,0.026265425607562065,0.004255332518368959,0.0011842400999739766,0.0006674324395135045,0.00021752070460934192,0.00026604803861118853,female-neutral
1701.9661,0.04470381513237953,0.03706115111708641,0.04003315791487694,0.02805217169225216,0.01876131258904934,0.004537112545222044,0.0009672851883806288,0.0004741033772006631,0.00019565029651857913,0.00016531377332285047,female-neutral
1842.719,0.030351491644978523,0.018385563045740128,0.010417806915938854,0.01098582148551941,0.0068392157554626465,0.0013220225227996707,0.00022091809660196304,0.0001555851922603324,5.421673267846927e-05,3.074129926972091e-05,female-calm
1811.0806,0.0391058512032032,0.019464161247015,0.007071124855428934,0.008112181909382343,0.003431636607274413,0.00100127758923918,0.0001920899230754003,0.00015073054237291217,4.362287654657848e-05,2.578464955149684e-05,female-calm
1613.4818,0.038386646658182144,0.02004193887114525,0.013001623563468456,0.010643613524734974,0.005978094879537821,0.0017549924086779356,0.00033508986234664917,0.0001889693085104227,6.541791663039476e-05,0.00016015225264709443,female-calm
1815.6454,0.03750701993703842,0.02044939249753952,0.01285122986882925,0.00912961270660162,0.0047578890807926655,0.0011233059922233224,0.0002782822703011334,0.0001749483053572476,6.690259033348411e-05,0.00011709070531651378,female-calm
1939.1039,0.021862460300326347,0.02168012410402298,0.003833410330116749,0.007630513049662113,0.0027950371149927378,0.00042419787496328354,0.0002077502867905423,0.00017352319264318794,5.000692544854246e-05,3.843515878543258e-05,female-calm
1885.7644,0.023683305829763412,0.014403418637812138,0.007299224380403757,0.014929279685020447,0.006299997679889202,0.0005080059636384249,0.00023794137814547867,0.00021008965268265456,6.0297366871964186e-05,4.802721014129929e-05,female-calm
1912.795,0.02745549939572811,0.018762962892651558,0.013558347709476948,0.012107101269066334,0.006121440324932337,0.0006018246058374643,0.0001491688599344343,0.00013793283142149448,7.595811621285975e-05,0.00026470236480236053,female-calm
1752.598,0.028930967673659325,0.015490288846194744,0.011053651571273804,0.0057379137724637985,0.002832768950611353,0.0005564854945987463,0.00011892335169250146,9.565657819621265e-05,7.852881390135735e-05,0.000244556664256379,female-calm
1922.3593,0.08317478746175766,0.0598105825483799,0.0452858991920948,0.08274595439434052,0.06663616746664047,0.012717869132757187,0.004703125450760126,0.003468019189313054,0.0011001953389495611,9.481126471655443e-05,female-happy
1873.5367,0.061509810388088226,0.05310425907373428,0.03893521428108215,0.05647755041718483,0.03740959241986275,0.010503045283257961,0.004990316461771727,0.003654224332422018,0.0013528390554711223,7.688497862545773e-05,female-happy
1830.0486,0.05776463821530342,0.07162506133317947,0.07154800742864609,0.0604703389108181,0.06516523659229279,0.009600205346941948,0.003253614529967308,0.0020316140726208687,0.0008440159144811332,0.0002664378844201565,female-happy
1818.3683,0.0501120388507843,0.0680570900440216,0.07627927511930466,0.057468514889478683,0.061528559774160385,0.010612483136355877,0.002992843044921756,0.0023127037566155195,0.0007820077589713037,0.00019608777074608952,female-happy
1916.1787,0.3576158285140991,0.3546242117881775,0.23776723444461823,0.903128445148468,0.26813721656799316,0.08040539920330048,0.03238982334733009,0.02233653888106346,0.012595965526998043,0.0006613170844502747,female-happy
1923.2437,0.3691593408584595,0.4250696003437042,0.3601786494255066,0.7180600166320801,0.33042046427726746,0.07850868999958038,0.03986425697803497,0.031098373234272003,0.015464972704648972,0.0010727319167926908,female-happy
1864.8555,0.22233909368515015,0.18259236216545105,0.2217412292957306,0.21699298918247223,0.1384126991033554,0.038831908255815506,0.012205001898109913,0.0073957243002951145,0.003590376814827323,0.0004369409289211035,female-happy
1885.9137,0.22427840530872345,0.217054545879364,0.19370383024215698,0.28419551253318787,0.19757285714149475,0.04975949972867966,0.01625603809952736,0.012325328774750233,0.005768228322267532,0.0009436775580979884,female-happy
1826.1967,0.02413477934896946,0.01752452179789543,0.007792724762111902,0.004012514837086201,0.001464562606997788,0.0006916464772075415,0.000363065890269354,0.0002764477103482932,6.82673417031765e-05,4.458980038180016e-05,female-sad
1837.1816,0.022035887464880943,0.01906304806470871,0.014105411246418953,0.014092616736888885,0.006326690781861544,0.0006918520084582269,0.00029144578729756176,0.0001960002409759909,5.5945234635146335e-05,3.970959733123891e-05,female-sad
1866.7134,0.02351597510278225,0.015319762751460075,0.018919812515378,0.02252240478992462,0.0038096762727946043,0.0005697142332792282,0.00015765066200401634,8.526119927410036e-05,7.780850864946842e-05,0.00011449871090007946,female-sad
1873.8317,0.019736694172024727,0.014506825245916843,0.019137682393193245,0.013049958273768425,0.006534056272357702,0.0004295334219932556,0.00017268970259465277,8.761575008975342e-05,8.390222501475364e-05,9.722254617372528e-05,female-sad
1841.3667,0.0139515595510602,0.012027282267808914,0.014868190512061119,0.02294420637190342,0.005061110947281122,0.0006005796603858471,0.00044568037264980376,0.00015146969235502183,7.809194357832894e-05,2.1150088286958635e-05,female-sad
1903.3519,0.011001871898770332,0.013622417114675045,0.009453239850699902,0.009226341731846333,0.00423857569694519,0.0005057917442172766,0.0002151217922801152,0.00015616008022334427,6.993811985012144e-05,4.5145083277020603e-05,female-sad
1862.8141,0.028994085267186165,0.02707185409963131,0.026517746970057487,0.015782427042722702,0.01115016732364893,0.0006685323896817863,0.0003487579233478755,0.00018225651001557708,0.00010863887291634455,0.00010695298260543495,female-sad
1877.804,0.0229999590665102,0.01930045336484909,0.016965720802545547,0.007406769786030054,0.00734578724950552,0.0011729643447324634,0.00033118369174189866,0.00016583497927058488,0.00015362107660621405,0.00020978024986106902,female-sad
1685.7035,0.09729408472776413,0.08183855563402176,0.062520831823349,0.09281071275472641,0.01753263734281063,0.006494307890534401,0.0022615771740674973,0.0019409050000831485,0.0006649845163337886,0.00035135415964759886,female-angry
1762.2202,0.06982480734586716,0.07164614647626877,0.07584083080291748,0.14265723526477814,0.02551354467868805,0.007899705320596695,0.004394236020743847,0.004804019350558519,0.0013621245743706822,0.000533240963704884,female-angry
1553.0217,0.110602468252182,0.11044145375490189,0.09359234571456909,0.0817493200302124,0.035624489188194275,0.006220248062163591,0.004188822582364082,0.003326431382447481,0.0017944934079423547,0.0016451916890218854,female-angry
1814.3909,0.08160695433616638,0.13140511512756348,0.12026530504226685,0.09115699678659439,0.034431714564561844,0.006403069477528334,0.004437190014868975,0.0030743549577891827,0.0013261582935228944,0.0011380063369870186,female-angry
1833.726,0.3922584056854248,1.1360020637512207,0.6552202701568604,1.109850287437439,0.39776524901390076,0.1219174936413765,0.11134393513202667,0.07556424289941788,0.039528317749500275,0.00377737102098763,female-angry
1800.9996,0.3213266432285309,0.4322427809238434,0.28854164481163025,0.831425130367279,0.27965471148490906,0.07688684016466141,0.07966694235801697,0.04447632655501366,0.021190596744418144,0.002314505400136113,female-angry
1763.1952,1.0254865884780884,2.3423213958740234,3.631131887435913,3.7067387104034424,1.6671792268753052,0.2857537567615509,0.675101637840271,0.31867605447769165,0.14871597290039062,0.005906568840146065,female-angry
1817.0199,0.5779799222946167,2.867164373397827,2.32431960105896,2.1998648643493652,1.12593412399292,0.3257973790168762,0.4530303478240967,0.23372076451778412,0.10163277387619019,0.005154047627002001,female-angry
2017.117,0.10405826568603516,0.13355816900730133,0.090709388256073,0.051801346242427826,0.018902665004134178,0.005509339272975922,0.0031163322273641825,0.0017178573179990053,0.0008790718857198954,0.00031665514688938856,female-fearful
1997.6637,0.1065654456615448,0.12277410179376602,0.08579017966985703,0.08385452628135681,0.039604928344488144,0.006567507050931454,0.0035468332935124636,0.0018445274326950312,0.0008695230935700238,0.00026623925077728927,female-fearful
1981.8666,0.1239592507481575,0.14296869933605194,0.116287462413311,0.06722569465637207,0.040385909378528595,0.014428169466555119,0.004407327156513929,0.0016579459188506007,0.0010129380971193314,0.0007386160432361066,female-fearful
2002.263,0.13357238471508026,0.12906266748905182,0.08861882984638214,0.08385703712701797,0.03939072787761688,0.010340026579797268,0.00395595096051693,0.002098499331623316,0.0015167954843491316,0.0015843284782022238,female-fearful
2042.482,0.2433578073978424,0.32526710629463196,0.33907604217529297,0.34826555848121643,0.14562442898750305,0.03490917384624481,0.008056341670453548,0.004532714374363422,0.0037425889167934656,0.0004368429654277861,female-fearful
2065.4666,0.4515233039855957,0.4996037483215332,0.37710416316986084,0.5135418176651001,0.2869085371494293,0.056525297462940216,0.017490552738308907,0.01037449762225151,0.004017756786197424,0.0006322456174530089,female-fearful
1996.7406,0.46882548928260803,0.8184574842453003,0.3592817485332489,0.3060252368450165,0.29501861333847046,0.09838969260454178,0.04208644852042198,0.01870659738779068,0.008505990728735924,0.0026451456360518932,female-fearful
1922.7859,0.3219100832939148,0.4157566428184509,0.3438824713230133,0.362690269947052,0.4113372564315796,0.04700522869825363,0.010594774968922138,0.00656240526586771,0.0034131458960473537,0.0026904218830168247,female-fearful
1685.2954,0.023114467039704323,0.028217917308211327,0.010177561081945896,0.007798973936587572,0.004104202147573233,0.0011617124546319246,0.0004330672090873122,0.0002798680798150599,0.00017956241208594292,9.684952965471894e-05,female-disgust
1765.157,0.022295111790299416,0.023156998679041862,0.008661809377372265,0.007236427161842585,0.0043695769272744656,0.001171525684185326,0.00042035759543068707,0.0003231919836252928,0.00018896351684816182,5.088424222776666e-05,female-disgust
1607.7205,0.053358182311058044,0.03947289288043976,0.02569725178182125,0.017276311293244362,0.0107368603348732,0.0017495471984148026,0.0006944324122741818,0.0004205498262308538,0.0002493822539690882,0.0004165297432336956,female-disgust
1711.931,0.040409866720438004,0.040466681122779846,0.029187673702836037,0.01062615867704153,0.008770870044827461,0.0020915709901601076,0.0006876791012473404,0.00036744578392244875,0.00028650538297370076,0.00033702701330184937,female-disgust
1811.1819,0.0766601711511612,0.06237328052520752,0.029942745342850685,0.018442388623952866,0.015324356034398079,0.004664355888962746,0.0017415427137166262,0.0014384560054168105,0.0005510922055691481,0.0003001298464369029,female-disgust
1773.0852,0.08554115146398544,0.0474151186645031,0.03989551216363907,0.07852321118116379,0.029219364747405052,0.0042870971374213696,0.0015299050137400627,0.0010934439487755299,0.0005490972544066608,0.00026270057423971593,female-disgust
1631.8793,0.11263827234506607,0.17842277884483337,0.052622511982917786,0.023646613582968712,0.014990727417171001,0.005038858391344547,0.0029338530730456114,0.0013665902661159635,0.0011794579913839698,0.0008234825800172985,female-disgust
1714.563,0.09906137734651566,0.07444535195827484,0.1015871912240982,0.07028135657310486,0.039973244071006775,0.003546253778040409,0.0020159000996500254,0.001496597076766193,0.0011754098813980818,0.001109400880523026,female-disgust
1778.8414,0.09651317447423935,0.08922255784273148,0.047927651554346085,0.07505570352077484,0.030233820900321007,0.005453159566968679,0.003200998529791832,0.0022904053330421448,0.0006861891597509384,0.0004635430814232677,female-surprised
1897.1598,0.05751985311508179,0.06817568093538284,0.025995684787631035,0.025090834125876427,0.012442046776413918,0.010417291894555092,0.0028275635559111834,0.0010644124122336507,0.0003878377319779247,0.00023189936473499984,female-surprised
1776.9274,0.0861060619354248,0.07529187947511673,0.061180293560028076,0.03885328397154808,0.030641470104455948,0.008643638342618942,0.003464591223746538,0.0030252039432525635,0.0009914524853229523,0.0004927082918584347,female-surprised
1822.2325,0.08884266763925552,0.10503021627664566,0.05400381609797478,0.03286861255764961,0.025747355073690414,0.009193308651447296,0.00463477335870266,0.0028352681547403336,0.0008548133191652596,0.0006798831163905561,female-surprised
1808.1152,0.11482856422662735,0.21387846767902374,0.05342906713485718,0.08549295365810394,0.022781919687986374,0.01683235540986061,0.008268564939498901,0.004510405007749796,0.0020488693844527006,0.0011054937494918704,female-surprised
1920.5559,0.10146698355674744,0.17160837352275848,0.06390964239835739,0.08642841130495071,0.03326210379600525,0.01243742648512125,0.011633733287453651,0.00727239903062582,0.002395535120740533,0.0008828320424072444,female-surprised
1719.155,0.20087358355522156,0.38984644412994385,0.12095344066619873,0.09583795815706253,0.039786070585250854,0.01070382446050644,0.012903445400297642,0.006915532983839512,0.002220907947048545,0.0019869699608534575,female-surprised
1885.4916,0.2552777826786041,0.2544582486152649,0.20995667576789856,0.1819555014371872,0.11197260022163391,0.03556564450263977,0.01357092335820198,0.007770844269543886,0.003269728971645236,0.002528158947825432,female-surprised
1407.6033,0.039157845079898834,0.04977324604988098,0.030802123248577118,0.006753990426659584,0.002088492503389716,0.0019077962497249246,0.0008193608373403549,0.000200991693418473,0.00011751214333344251,7.968417776282877e-05,male-neutral
1272.0277,0.03743799775838852,0.045894499868154526,0.013373181223869324,0.003089106874540448,0.0016910717822611332,0.001827104832045734,0.0005394142353907228,0.00016164305270649493,0.00012118129234295338,0.00010985670087393373,male-neutral
1633.2744,0.03099265694618225,0.0490134097635746,0.02077236957848072,0.009773188270628452,0.005299780517816544,0.002203454962000251,0.0012316491920500994,0.000258657120866701,0.00022733410878572613,0.00031954364385455847,male-neutral
1675.2417,0.032378457486629486,0.0692494735121727,0.03968515247106552,0.013321571052074432,0.006899729836732149,0.0022326414473354816,0.0014180880971252918,0.00019185355631634593,0.0002804657560773194,0.00037295083166100085,male-neutral
1434.8905,0.020427687093615532,0.01341251377016306,0.007943001575767994,0.002638519275933504,0.0010996324708685279,0.0005167095805518329,0.00028237185324542224,6.631312135141343e-05,8.552392682759091e-05,9.869434870779514e-05,male-calm
1647.6135,0.02599855326116085,0.015724319964647293,0.00901230052113533,0.0031011414248496294,0.0012493303511291742,0.0006893561803735793,0.00039278893382288516,0.00010033054422819987,9.714717452879995e-05,0.00011829942377517,male-calm
1691.2279,0.018883494660258293,0.015648985281586647,0.006350136362016201,0.0013088479172438383,0.0008082938729785383,0.0005391765153035522,0.0003846516483463347,4.845637158723548e-05,6.470795051427558e-05,0.00037121790228411555,male-calm
1790.5471,0.12456957995891571,0.10584697872400284,0.06414613127708435,0.012544785626232624,0.009949114173650742,0.006507935468107462,0.0026909036096185446,0.000428684608777985,0.0009814850054681301,0.0023432595189660788,male-calm
1582.0103,0.044102106243371964,0.036198005080223083,0.03084537759423256,0.011718007735908031,0.003200954059138894,0.0011534900404512882,0.0009541348554193974,0.0001889717095764354,0.00024359315284527838,0.00021761271636933088,male-calm
1788.1218,0.11348380893468857,0.11070854961872101,0.10317619144916534,0.03900715708732605,0.016570590436458588,0.004812793806195259,0.002614325378090143,0.0006843538139946759,0.0005897582741454244,0.0006373436190187931,male-calm
